"","X","Y","Symbol"
"NA"," 6.465239"," 1.226644e-02","NA"
"NA"," 5.291534","-1.457377e-01","NA"
"Pramel6"," 4.306824","-5.982211e-02","Pramel6"
"Pramel6"," 3.687920"," 9.389149e-02","Pramel6"
"Garem"," 4.511806"," 1.471086e-01","Garem"
"NA"," 5.843052","-3.406381e-01","NA"
"Tpmt"," 7.478442"," 3.831155e-01","Tpmt"
"NA"," 5.653663"," 1.721508e-01","NA"
"Mrpl21"," 6.243567"," 1.361427e-01","Mrpl21"
"NA"," 5.147500","-3.839135e-02","NA"
"7530414M10Rik"," 7.077583","-5.841965e-02","7530414M10Rik"
"Slc52a2"," 4.399958","-7.767919e-02","Slc52a2"
"Bcap31","11.342726"," 2.294100e-01","Bcap31"
"Clspn","10.130960","-1.286963e-01","Clspn"
"Fbxl18"," 6.786477","-2.077310e-01","Fbxl18"
"Zfp934"," 6.208742","-2.947330e-01","Zfp934"
"Neto1"," 4.069347"," 1.047405e-01","Neto1"
"Tmem171"," 6.527948","-2.534055e-02","Tmem171"
"NA"," 4.500659","-3.566548e-01","NA"
"NA"," 5.745816"," 1.877916e-01","NA"
"BB236558"," 6.950794"," 2.495326e-01","BB236558"
"Slfn5"," 4.115850","-2.580099e-01","Slfn5"
"Hamp2"," 5.324007"," 1.197860e-01","Hamp2"
"Ccm2"," 8.999312"," 2.081317e-01","Ccm2"
"Scx"," 6.092358","-8.164914e-03","Scx"
"Vim","11.862992"," 4.393734e-01","Vim"
"Ccnh","11.415736"," 1.015474e-01","Ccnh"
"Rnft1"," 6.543390","-1.727883e-01","Rnft1"
"B230114P17Rik"," 7.286177","-6.211856e-01","B230114P17Rik"
"Cep295"," 4.750237","-1.050920e-01","Cep295"
"Slc46a2"," 3.719403"," 2.488927e-03","Slc46a2"
"Fam170b"," 6.821142","-1.897147e-02","Fam170b"
"E330012B07Rik"," 3.824987","-9.558036e-02","E330012B07Rik"
"Ilvbl"," 6.157518","-2.495307e-01","Ilvbl"
"Hoxc5"," 5.766144"," 2.205177e-03","Hoxc5"
"Pex6"," 4.242145","-2.139770e-01","Pex6"
"NA"," 6.468152","-6.099516e-01","NA"
"Gm996"," 5.352867"," 2.812265e-03","Gm996"
"Obox2"," 4.199797","-2.506603e-01","Obox2"
"Umod"," 3.419383"," 3.152857e-02","Umod"
"Adcy7"," 6.684818"," 2.603974e-02","Adcy7"
"Trim28","13.234936"," 3.378509e-02","Trim28"
"Lasp1","10.062034"," 2.002091e-02","Lasp1"
"Faap20","10.342864"," 2.123201e-01","Faap20"
"Esco2"," 5.315275","-2.601749e-01","Esco2"
"Gsn"," 8.836780"," 5.846050e-01","Gsn"
"Mrpl28"," 9.828521","-1.416431e-01","Mrpl28"
"Cdk2ap1","13.770405"," 1.180467e-01","Cdk2ap1"
"Hacd1","10.123143","-7.280213e-02","Hacd1"
"Acbd3"," 8.974745"," 1.586028e-01","Acbd3"
"Aldh3b2"," 6.087530"," 1.661405e-01","Aldh3b2"
"Clec1a"," 5.787663","-5.472895e-02","Clec1a"
"NA"," 8.616179","-7.646834e-03","NA"
"Fam126b"," 6.924730","-5.155255e-01","Fam126b"
"Nipal1"," 3.452309","-5.623639e-03","Nipal1"
"Gas1"," 6.300250"," 1.829162e-01","Gas1"
"Pofut1"," 6.932686","-8.183542e-02","Pofut1"
"Zfp748"," 8.289757"," 1.129029e-01","Zfp748"
"Cep68"," 7.697848"," 3.010213e-02","Cep68"
"Fndc3c1","12.717902"," 4.566871e-01","Fndc3c1"
"A530020G20Rik"," 4.617546","-1.685855e-01","A530020G20Rik"
"Bank1"," 4.654757","-3.107072e-02","Bank1"
"Prtg"," 9.063720"," 1.909306e-01","Prtg"
"Pcgf2"," 6.264496","-7.465108e-02","Pcgf2"
"9130023H24Rik"," 7.763141"," 7.807150e-02","9130023H24Rik"
"Tmem17"," 6.207710"," 2.698066e-01","Tmem17"
"Arhgap6"," 4.677249","-3.904888e-02","Arhgap6"
"Zfp783"," 4.446259"," 2.607325e-01","Zfp783"
"Sbspon"," 4.581060","-5.746844e-02","Sbspon"
"Csrnp3"," 3.929938"," 2.198586e-02","Csrnp3"
"Arap2"," 3.479487"," 1.115686e-01","Arap2"
"Slc38a9"," 7.400490","-1.029303e-02","Slc38a9"
"NA"," 8.275167","-8.835200e-02","NA"
"Ntmt1"," 5.277146","-1.369472e-01","Ntmt1"
"Klf9"," 7.366292"," 1.376469e-01","Klf9"
"Pax6"," 6.439587"," 4.677035e-02","Pax6"
"Slc35f1"," 3.851997"," 2.742263e-02","Slc35f1"
"Tnc"," 3.505276"," 9.241729e-02","Tnc"
"A630057N01Rik"," 3.888065"," 2.513344e-01","A630057N01Rik"
"NA"," 6.255347","-5.128696e-02","NA"
"NA"," 4.656629","-4.157908e-01","NA"
"Paqr5"," 5.210077","-2.640749e-02","Paqr5"
"Sumo1","12.505372","-5.052867e-02","Sumo1"
"Zfp451"," 7.217897"," 2.231872e-02","Zfp451"
"Brd8"," 5.872180"," 2.340206e-01","Brd8"
"Sf3b2","10.319800","-9.865151e-02","Sf3b2"
"NA"," 6.375485"," 1.821017e-01","NA"
"Chrna4"," 4.916468"," 1.134559e-01","Chrna4"
"NA"," 8.668145"," 1.285860e-01","NA"
"B230217O12Rik"," 4.697272"," 4.829749e-02","B230217O12Rik"
"Scai"," 7.895611","-2.585499e-01","Scai"
"Etv3"," 6.058102","-1.353787e-01","Etv3"
"Ppwd1"," 9.914068"," 2.957581e-01","Ppwd1"
"Tes3-ps"," 7.524573"," 7.865328e-02","Tes3-ps"
"Afap1"," 4.531748"," 4.096975e-02","Afap1"
"Cyp11b1"," 4.590305"," 8.597035e-02","Cyp11b1"
"St7l"," 6.855094","-1.719519e-01","St7l"
"C230057M02Rik"," 6.254184"," 8.586497e-02","C230057M02Rik"
"Gm11517"," 8.750903","-7.495740e-02","Gm11517"
"1700015F17Rik"," 3.573072"," 1.216306e-01","1700015F17Rik"
"Fut8"," 3.981121","-1.405234e-01","Fut8"
"Gm4787"," 4.408579","-3.500229e-02","Gm4787"
"Pot1a"," 4.460787"," 1.115345e-01","Pot1a"
"0610037L13Rik"," 6.822375"," 3.792170e-02","0610037L13Rik"
"Shroom1"," 5.670848","-2.459192e-03","Shroom1"
"NA"," 5.394084","-1.380631e-01","NA"
"Rps20","14.245125","-2.121599e-02","Rps20"
"Eif3c","13.147572"," 1.452148e-02","Eif3c"
"Trim27","12.193156"," 4.553065e-02","Trim27"
"NA"," 3.357805"," 1.110100e-02","NA"
"Limd2","12.983620"," 9.082068e-02","Limd2"
"Fbxl20","10.038256"," 6.567450e-02","Fbxl20"
"Dner"," 3.935947","-6.525323e-01","Dner"
"Cnn3","11.857999"," 1.960707e-01","Cnn3"
"Mcl1","10.150976","-1.117175e-01","Mcl1"
"Atad1"," 3.745726"," 1.011767e-01","Atad1"
"Rsl1d1","11.558412"," 9.005343e-02","Rsl1d1"
"Nlgn3"," 5.354636","-1.952881e-01","Nlgn3"
"Ubxn10"," 6.209646","-8.586099e-02","Ubxn10"
"Rbm39"," 7.149716","-1.759581e-01","Rbm39"
"Nol4"," 6.083516","-4.680514e-01","Nol4"
"Atp11a"," 8.504573","-1.831347e-02","Atp11a"
"Zeb2"," 7.065069"," 4.326156e-01","Zeb2"
"Ppp2ca","10.653250","-1.229528e-01","Ppp2ca"
"Tdrd5"," 4.198165"," 1.051782e-01","Tdrd5"
"Negr1"," 4.775634","-4.716038e-01","Negr1"
"NA"," 9.766274"," 2.698063e-01","NA"
"Rint1"," 7.893806"," 5.616105e-02","Rint1"
"Ppargc1a"," 5.909586"," 6.122517e-01","Ppargc1a"
"NA"," 9.992824","-2.282825e-01","NA"
"Cdh4"," 6.586479"," 4.078542e-01","Cdh4"
"NA"," 8.322635"," 1.743968e+00","NA"
"NA"," 8.753287","-4.515696e-02","NA"
"NA"," 3.618257"," 5.701212e-02","NA"
"Cacnb2"," 6.632578"," 2.317443e-01","Cacnb2"
"A330076H08Rik"," 3.423684","-3.114719e-02","A330076H08Rik"
"Pag1"," 4.695556","-1.585728e-01","Pag1"
"Adamts5"," 5.688430","-4.485145e-01","Adamts5"
"Dido1","10.416228","-1.021037e-01","Dido1"
"NA"," 5.835360"," 4.232662e-02","NA"
"Tlk1"," 6.710098"," 6.691503e-01","Tlk1"
"4933439C10Rik"," 4.966580","-3.825481e-02","4933439C10Rik"
"NA"," 3.936719"," 4.673769e-02","NA"
"Foxl2"," 8.281603","-6.150587e-01","Foxl2"
"Rccd1"," 7.070381"," 3.844761e-02","Rccd1"
"Inpp5k"," 7.103377","-4.297424e-02","Inpp5k"
"Pde4dip"," 5.070579","-3.289957e-01","Pde4dip"
"Platr30"," 4.350883","-1.070858e-02","Platr30"
"Zfp451"," 9.458529","-1.092748e-02","Zfp451"
"Cbfa2t2"," 7.207893"," 9.578304e-02","Cbfa2t2"
"Zic4"," 4.738895"," 9.116183e-02","Zic4"
"Kcnj13"," 6.033012"," 1.279399e+00","Kcnj13"
"5730455P16Rik"," 8.565085","-1.360124e-01","5730455P16Rik"
"Arid4a"," 6.873066","-5.722720e-02","Arid4a"
"4930578M01Rik"," 4.183089"," 1.528290e-01","4930578M01Rik"
"Dennd5b"," 6.612672"," 2.877288e-01","Dennd5b"
"Mbd5"," 7.215964"," 2.103233e-01","Mbd5"
"Pltp"," 9.367858"," 6.498430e-01","Pltp"
"Arhgap20os"," 5.096659"," 3.689414e-01","Arhgap20os"
"Clec2i"," 2.965895","-9.077768e-02","Clec2i"
"Gp1bb"," 6.356168"," 5.396647e-03","Gp1bb"
"Cxcl15"," 4.561344","-2.586026e-01","Cxcl15"
"Malt1"," 5.927546","-4.043410e-01","Malt1"
"Ttc14"," 5.710417","-1.742989e-01","Ttc14"
"Zfp64"," 6.903150"," 1.512301e-01","Zfp64"
"NA"," 3.515662"," 1.020983e-01","NA"
"NA","10.507031","-2.351278e-01","NA"
"Hspb8"," 7.153784"," 3.602044e-01","Hspb8"
"Morn1"," 5.305827"," 2.459876e-01","Morn1"
"Rps20","14.389373","-2.575191e-02","Rps20"
"NA"," 3.433062"," 1.780006e-01","NA"
"Rpn1","12.574379"," 9.769324e-02","Rpn1"
"Mical1"," 9.200137"," 4.349031e-01","Mical1"
"St8sia6"," 4.766180","-1.196504e-01","St8sia6"
"Ccdc87"," 4.886245"," 1.413922e-01","Ccdc87"
"Rab3il1"," 5.690680","-1.540055e-01","Rab3il1"
"NA"," 6.816321"," 1.030898e-01","NA"
"Fbxo41"," 6.984386","-7.875114e-02","Fbxo41"
"4930563D23Rik"," 5.591131"," 5.301727e-02","4930563D23Rik"
"4930523C07Rik"," 3.701052","-2.521796e-02","4930523C07Rik"
"Rpl18"," 5.108438"," 7.492023e-02","Rpl18"
"NA"," 4.436414"," 4.570345e-02","NA"
"NA"," 3.942782"," 6.357356e-02","NA"
"NA"," 5.524544"," 4.839065e-02","NA"
"Ceacam15"," 6.125322"," 2.814605e-02","Ceacam15"
"Prss45"," 4.250392"," 8.828895e-02","Prss45"
"NA"," 6.595478"," 5.407972e-02","NA"
"Alx1"," 7.196836"," 2.392704e+00","Alx1"
"NA"," 3.198552"," 8.524900e-02","NA"
"Mela"," 5.108312"," 1.697891e-01","Mela"
"Slc32a1"," 6.017548","-1.392252e-01","Slc32a1"
"Ccdc53"," 3.471970","-2.080134e-02","Ccdc53"
"Ccdc53"," 3.583371"," 1.220669e-01","Ccdc53"
"BC068281"," 6.846004"," 4.551288e-01","BC068281"
"Ewsr1"," 3.393649","-4.514840e-02","Ewsr1"
"Ppp1cb"," 9.371886","-2.079083e-01","Ppp1cb"
"Iglon5"," 5.585521"," 5.838679e-02","Iglon5"
"Syt11"," 8.782837","-1.895480e-01","Syt11"
"Slc25a44"," 6.613328","-2.713779e-02","Slc25a44"
"Atxn10","10.849549"," 2.101869e-01","Atxn10"
"Nlk"," 8.506380"," 2.763361e-01","Nlk"
"Myadml2"," 4.600726","-1.890730e-01","Myadml2"
"Lasp1"," 6.960173","-9.189746e-02","Lasp1"
"NA"," 8.450221"," 7.745799e-02","NA"
"NA","10.265286","-2.432358e-01","NA"
"Armc4"," 3.941245","-1.305393e-02","Armc4"
"Arf2"," 5.887754"," 4.688918e-01","Arf2"
"NA"," 4.187247","-3.333164e-01","NA"
"Prkar2b"," 9.595327","-4.653425e-01","Prkar2b"
"Atxn2l"," 8.464958","-1.001548e-01","Atxn2l"
"Ccnt1"," 9.878979","-2.614917e-01","Ccnt1"
"Pgm2l1"," 8.162343","-1.823495e-01","Pgm2l1"
"Snx30"," 8.575385","-1.098018e-01","Snx30"
"Fry"," 6.603824","-3.529769e-01","Fry"
"Esyt3"," 5.858807"," 2.939863e-02","Esyt3"
"Pik3r3"," 9.794689"," 1.204287e-01","Pik3r3"
"Zfp9"," 9.659134"," 1.722487e-01","Zfp9"
"Dhrsx"," 7.253081"," 1.469050e-01","Dhrsx"
"Npat"," 9.707729"," 1.879788e-01","Npat"
"Zfp574"," 6.042261","-3.321719e-01","Zfp574"
"Adcy1"," 7.676265"," 7.114315e-02","Adcy1"
"Wdr33"," 7.604874"," 2.833480e-01","Wdr33"
"Pcf11"," 8.841663","-1.119429e-01","Pcf11"
"Cdk2ap2"," 5.091716"," 3.980083e-02","Cdk2ap2"
"Rbm24"," 4.901240"," 6.982245e-02","Rbm24"
"Mau2"," 8.539552","-4.406788e-01","Mau2"
"Sp110"," 4.794806","-1.307511e-01","Sp110"
"NA"," 4.103083","-5.952662e-02","NA"
"Osbpl6"," 6.292469","-1.360811e-01","Osbpl6"
"Dapk3"," 5.001170"," 1.890320e-01","Dapk3"
"Rps10","14.236351","-4.539767e-02","Rps10"
"Itga4"," 5.143206","-3.208939e-01","Itga4"
"Rnf130"," 6.192360"," 6.812127e-02","Rnf130"
"Aph1b"," 8.949733"," 2.046465e-01","Aph1b"
"Cmss1"," 4.226397","-2.081826e-01","Cmss1"
"Dyrk2"," 7.009116"," 6.742743e-02","Dyrk2"
"Nup214"," 7.920705"," 3.622299e-01","Nup214"
"Zfp182"," 6.468286"," 2.896906e-01","Zfp182"
"Braf"," 8.850965","-3.617865e-01","Braf"
"Prpf38b"," 5.073586","-3.121845e-01","Prpf38b"
"Zfp454"," 7.513198"," 9.415625e-02","Zfp454"
"Skint10"," 3.343359","-6.371748e-02","Skint10"
"1110032F04Rik"," 6.226413","-5.112221e-01","1110032F04Rik"
"Mettl7a2"," 7.264819"," 4.082721e-01","Mettl7a2"
"Eras"," 3.092502","-1.587210e-02","Eras"
"Pdzrn4"," 5.124157"," 6.401390e-02","Pdzrn4"
"NA"," 4.839366","-8.172234e-02","NA"
"NA"," 6.502092","-6.520815e-01","NA"
"Tcfl5"," 7.126864"," 2.264632e-01","Tcfl5"
"Uap1"," 8.996691"," 2.618961e-02","Uap1"
"Tmem44"," 5.956484"," 2.250867e-01","Tmem44"
"Zfp949"," 5.478633"," 9.760331e-02","Zfp949"
"Slc4a8"," 4.046995"," 3.461418e-03","Slc4a8"
"Zfp652"," 8.973686"," 9.510960e-03","Zfp652"
"Nr5a2"," 7.771747","-3.803316e-01","Nr5a2"
"NA"," 3.693185","-1.148966e-01","NA"
"Gm2115"," 4.166552"," 1.141525e-01","Gm2115"
"Nrg1"," 5.925683"," 8.448029e-01","Nrg1"
"Brat1"," 5.421683"," 3.981320e-02","Brat1"
"C130034I24Rik"," 5.361281","-2.544006e-01","C130034I24Rik"
"Hecw1"," 4.777214","-7.912503e-04","Hecw1"
"Ncl","10.623446","-2.381925e-02","Ncl"
"Foxo1"," 5.019170"," 1.083716e-01","Foxo1"
"Elovl1"," 9.690204"," 3.964192e-01","Elovl1"
"Prpf19","13.272398"," 3.439668e-02","Prpf19"
"Pdgfd"," 6.407866"," 4.226707e-01","Pdgfd"
"Dpy19l1"," 8.012090","-1.058670e-01","Dpy19l1"
"Man1a2"," 5.429745"," 2.464688e-01","Man1a2"
"Vps13c"," 5.267362"," 9.491304e-02","Vps13c"
"Thap6"," 5.413346"," 3.495454e-01","Thap6"
"A930033H14Rik"," 5.757168","-1.387145e-01","A930033H14Rik"
"Sdccag8"," 7.626441"," 3.061094e-01","Sdccag8"
"Klk13"," 6.042762"," 1.200922e-01","Klk13"
"Mtmr6"," 8.991320","-1.406586e-01","Mtmr6"
"Atad3a","11.072805","-2.768440e-03","Atad3a"
"Qrsl1"," 9.594432"," 1.971142e-01","Qrsl1"
"Prokr1"," 4.957849"," 9.083519e-02","Prokr1"
"Tmem38b"," 7.574650","-3.334071e-01","Tmem38b"
"Il18rap"," 6.313069"," 6.642986e-02","Il18rap"
"1700097N02Rik"," 5.037728"," 3.646031e-03","1700097N02Rik"
"Gm19313"," 6.177643","-3.380932e-01","Gm19313"
"NA"," 5.142606","-3.389995e-01","NA"
"Gm550"," 4.176626"," 8.782742e-02","Gm550"
"NA"," 5.679477","-2.593993e-02","NA"
"NA"," 4.733468"," 5.485296e-02","NA"
"Foxl2os"," 5.319253","-8.928918e-01","Foxl2os"
"NA"," 7.655891","-4.892139e-01","NA"
"7530414M10Rik"," 5.005477"," 2.780089e-01","7530414M10Rik"
"Ccdc67"," 5.094460"," 8.559958e-02","Ccdc67"
"A230009B12Rik"," 3.889911"," 1.005236e-01","A230009B12Rik"
"Ccdc30"," 5.403424"," 7.412195e-01","Ccdc30"
"C87977"," 3.161842"," 1.101710e-01","C87977"
"Emx2os"," 5.656378","-4.543110e-01","Emx2os"
"Fam170a"," 5.188290","-1.840714e-01","Fam170a"
"Klf17"," 4.077319","-8.214424e-03","Klf17"
"Ap5z1"," 6.185464"," 3.044642e-01","Ap5z1"
"NA"," 4.673350"," 8.676469e-02","NA"
"R3hdm4"," 6.565406"," 6.035196e-02","R3hdm4"
"NA"," 5.166646"," 5.080118e-01","NA"
"Rbm14","11.866472","-1.471583e-01","Rbm14"
"Grn","10.907849"," 1.636961e-01","Grn"
"Gsn"," 3.856774","-5.496535e-02","Gsn"
"Gsn"," 3.534167","-2.928665e-01","Gsn"
"Epb41l4b"," 5.084237"," 2.357239e-01","Epb41l4b"
"Dcps"," 5.683399"," 1.023925e-01","Dcps"
"Cct4"," 4.951676","-4.855710e-02","Cct4"
"Nnt","11.171161"," 1.857754e-02","Nnt"
"Zfp800"," 6.430229","-5.534833e-02","Zfp800"
"Ndn"," 3.747797"," 2.561150e-02","Ndn"
"Cnot2","10.488246"," 1.454335e-01","Cnot2"
"Pitrm1"," 9.700534","-1.387310e-01","Pitrm1"
"Lasp1"," 6.938941","-2.900830e-02","Lasp1"
"Telo2"," 7.391878","-1.279482e-01","Telo2"
"Atp5d","13.091282"," 1.262169e-02","Atp5d"
"Gdi2","13.123294","-1.034688e-02","Gdi2"
"Mff"," 8.051378"," 6.195613e-03","Mff"
"Tmem144"," 7.207161","-5.191269e-02","Tmem144"
"Phgdh","11.439842","-1.620352e-01","Phgdh"
"E130309D02Rik"," 9.672631"," 9.432224e-02","E130309D02Rik"
"Mvp"," 7.291839"," 1.269615e-01","Mvp"
"Urgcp"," 8.267481"," 2.968623e-01","Urgcp"
"Cox5b","13.517345"," 4.016787e-02","Cox5b"
"Allc"," 3.722299","-4.970550e-02","Allc"
"NA","11.325821","-1.171942e-01","NA"
"Akap3"," 4.334731"," 3.734637e-01","Akap3"
"NA"," 4.125111","-1.147343e-01","NA"
"NA"," 3.505479","-6.155114e-02","NA"
"Gm1971"," 4.602853","-1.412511e-01","Gm1971"
"Gh"," 4.956744"," 1.355098e-01","Gh"
"Tmem255a"," 8.941361","-4.454831e-02","Tmem255a"
"Heatr3"," 9.759769","-1.916619e-01","Heatr3"
"NA"," 4.565254"," 4.453051e-02","NA"
"Nxt2"," 7.487998","-1.472772e-02","Nxt2"
"Rnf7","11.730557","-8.076833e-02","Rnf7"
"Fxyd2"," 5.130967"," 1.438223e-01","Fxyd2"
"Tmem231"," 8.058652","-1.273320e-01","Tmem231"
"Fam101b","10.526094","-1.261035e-01","Fam101b"
"Pcmt1","10.669286"," 2.047762e-02","Pcmt1"
"Cebpd"," 5.759697"," 1.167092e-01","Cebpd"
"NA"," 5.123283","-8.678544e-01","NA"
"Vcpip1"," 8.473878","-4.567308e-01","Vcpip1"
"Sac3d1"," 4.946693"," 3.252270e-02","Sac3d1"
"Camk2n1"," 7.762855"," 5.565982e-01","Camk2n1"
"Kdm6b","10.848974"," 3.416337e-01","Kdm6b"
"Fam13a"," 6.564410"," 3.371859e-01","Fam13a"
"Il17d"," 4.462107"," 1.310348e-01","Il17d"
"Eif4ebp2"," 5.186632","-8.143119e-02","Eif4ebp2"
"Sdhaf3"," 9.378236","-1.196633e-01","Sdhaf3"
"Bptf","11.497107","-3.696809e-04","Bptf"
"Bsg","11.134500"," 2.305438e-01","Bsg"
"Eif2s2","12.609313"," 7.284133e-02","Eif2s2"
"Mark4"," 5.119595","-1.896885e-01","Mark4"
"Liph"," 3.318249"," 5.859582e-02","Liph"
"Gnptab"," 6.900004","-2.874705e-01","Gnptab"
"Fam13a"," 4.878352"," 5.115364e-01","Fam13a"
"Camsap1"," 6.520080","-8.012742e-03","Camsap1"
"Tpm1"," 8.787292"," 1.863654e-02","Tpm1"
"Wipi1"," 8.238474","-8.319511e-02","Wipi1"
"Aasdhppt"," 7.420886","-3.736084e-01","Aasdhppt"
"Sarnp","11.095831"," 9.644021e-02","Sarnp"
"Ubqln2"," 3.566093","-8.559367e-02","Ubqln2"
"Rps24","13.811627","-3.725640e-02","Rps24"
"Kank3"," 3.558976"," 1.084233e-01","Kank3"
"Son"," 8.972750","-8.881867e-02","Son"
"Mroh2a"," 7.240352","-2.443614e-02","Mroh2a"
"Bcl11a","10.552633"," 4.623403e-01","Bcl11a"
"Trpm3"," 4.566953","-3.540910e-02","Trpm3"
"Soga1"," 7.580708"," 1.497850e-02","Soga1"
"NA"," 6.580720"," 2.875198e-02","NA"
"Particl"," 3.824417"," 1.754078e-01","Particl"
"Lrrtm2"," 3.951703","-3.176329e-01","Lrrtm2"
"Wdr59"," 7.963902"," 1.654853e-01","Wdr59"
"Zfp398"," 5.061697"," 1.496232e-01","Zfp398"
"Sh3rf2"," 6.500083"," 3.536910e-01","Sh3rf2"
"Smim1"," 6.850039","-6.753205e-02","Smim1"
"S100a10","10.729924"," 2.983398e-01","S100a10"
"9230114K14Rik"," 6.194423","-1.456312e-01","9230114K14Rik"
"Msantd3"," 5.484596"," 5.911943e-02","Msantd3"
"Wdr25"," 6.312358","-1.960870e-01","Wdr25"
"Pex10"," 8.626225"," 1.104126e-01","Pex10"
"Eya4"," 6.463439"," 3.422424e-01","Eya4"
"NA"," 4.862280","-2.007702e-01","NA"
"NA"," 5.064718","-6.857213e-02","NA"
"NA"," 6.315700","-6.356107e-01","NA"
"Tpr"," 8.940432","-1.782301e-01","Tpr"
"Dtl"," 5.775598","-2.036707e-01","Dtl"
"Mthfd1l"," 9.718879","-1.088437e-01","Mthfd1l"
"Paqr5"," 5.795296","-2.853211e-03","Paqr5"
"NA"," 8.231545","-1.585938e-01","NA"
"Lin7a"," 4.837664"," 3.471278e-01","Lin7a"
"AA415437"," 5.906495","-2.480423e-01","AA415437"
"Acta2"," 4.063021","-3.597527e-02","Acta2"
"LOC552902"," 6.609029","-5.277400e-01","LOC552902"
"0610010F05Rik"," 6.577183"," 9.556209e-02","0610010F05Rik"
"NA"," 6.002083","-7.255328e-01","NA"
"AA386476"," 4.976243","-7.264631e-02","AA386476"
"Tm2d2","10.852844"," 2.496552e-01","Tm2d2"
"Hnrnpf","13.057294","-1.135486e-02","Hnrnpf"
"Eya4"," 7.958126"," 4.149863e-01","Eya4"
"2610020C07Rik"," 6.139617"," 1.912268e-01","2610020C07Rik"
"Htt"," 7.406518"," 6.113920e-02","Htt"
"Zcchc11"," 6.239455","-3.929939e-01","Zcchc11"
"1110018N20Rik"," 3.963276","-4.695290e-02","1110018N20Rik"
"A930007A09Rik"," 4.371677"," 2.274748e-01","A930007A09Rik"
"Tbrg3"," 4.320088","-1.659000e-01","Tbrg3"
"NA"," 7.241880","-9.999934e-02","NA"
"Trim71"," 7.963474","-4.077184e-01","Trim71"
"NA"," 7.831388","-5.566318e-02","NA"
"Mprip"," 3.506535","-9.517287e-02","Mprip"
"Pfkfb3"," 5.228350"," 4.682849e-02","Pfkfb3"
"NA"," 3.357480","-9.035328e-02","NA"
"NA"," 3.616238","-9.651544e-02","NA"
"NA"," 4.359789"," 6.576644e-02","NA"
"B3gnt6"," 4.278674","-2.840932e-02","B3gnt6"
"Ptchd1"," 4.383183","-4.980385e-02","Ptchd1"
"Lonrf2"," 3.836240","-1.321545e-01","Lonrf2"
"Sltm"," 6.694154","-5.912063e-01","Sltm"
"Tmem74"," 6.075166","-1.330685e-01","Tmem74"
"Nsg2"," 3.954821"," 3.192577e-01","Nsg2"
"NA"," 4.815450","-2.052338e-01","NA"
"Gm3556"," 4.720237"," 3.037010e-01","Gm3556"
"NA"," 6.041598","-1.048910e+00","NA"
"Rnf10"," 5.061258","-2.571648e-01","Rnf10"
"Usp44"," 4.543796","-1.032643e-01","Usp44"
"Srd5a3"," 8.540014"," 6.670408e-02","Srd5a3"
"Brd1"," 5.212983","-1.402782e-01","Brd1"
"Gm20213"," 3.584458","-1.051626e-01","Gm20213"
"Ptpn6"," 7.705271"," 9.202699e-02","Ptpn6"
"Anapc5","12.732144","-4.352897e-02","Anapc5"
"Rmi1"," 5.691856","-1.876298e-03","Rmi1"
"NA"," 3.857388"," 3.879063e-02","NA"
"Hnrnpdl","12.137478","-1.666427e-01","Hnrnpdl"
"Ythdc1","11.039534","-3.755740e-03","Ythdc1"
"Marcks","13.085174","-1.213136e-01","Marcks"
"Rabl6"," 4.185650"," 4.235020e-02","Rabl6"
"Mat2a","10.874505","-5.927438e-03","Mat2a"
"D5Ertd301e"," 5.092884","-4.232347e-02","D5Ertd301e"
"9530010C24Rik"," 4.669595","-1.038223e-01","9530010C24Rik"
"NA"," 6.459761","-1.859803e-01","NA"
"4833441D16Rik"," 6.302723","-3.721118e-01","4833441D16Rik"
"Gm15510"," 4.644050","-1.169469e-02","Gm15510"
"2610028E06Rik"," 4.788886","-2.244044e-02","2610028E06Rik"
"Ophn1"," 3.695734","-6.516576e-02","Ophn1"
"NA"," 3.480320"," 1.726075e-01","NA"
"Maats1"," 3.962194","-1.811181e-01","Maats1"
"Lcorl"," 6.393010","-2.584332e-01","Lcorl"
"Pola2"," 4.745303","-2.504049e-03","Pola2"
"Wwp2"," 6.257577"," 1.383402e-01","Wwp2"
"NA"," 4.372996","-1.256641e-02","NA"
"3110002H16Rik"," 7.416955"," 1.207173e-01","3110002H16Rik"
"NA"," 3.882995","-4.130158e-01","NA"
"Tmem56"," 3.105324","-1.791049e-01","Tmem56"
"Gm13752"," 3.454091","-6.329049e-02","Gm13752"
"NA"," 3.838939","-2.634267e-01","NA"
"Thsd7a"," 6.095054"," 1.263457e-02","Thsd7a"
"Chrdl1"," 6.017596","-5.838216e-01","Chrdl1"
"NA"," 6.367709"," 3.172516e-01","NA"
"Wrap53"," 6.520748","-1.221963e-02","Wrap53"
"Ezr"," 9.444351"," 1.310229e-01","Ezr"
"Qars","11.819842"," 1.807194e-02","Qars"
"Csnk1d"," 9.895492"," 1.747299e-01","Csnk1d"
"Aco1","12.043705"," 2.086134e-01","Aco1"
"Rtel1"," 6.020850"," 3.069238e-03","Rtel1"
"Actl6a","11.846203"," 7.455758e-02","Actl6a"
"Polr3k","11.050554","-7.286383e-03","Polr3k"
"Gpd1"," 3.782560"," 3.489020e-02","Gpd1"
"Serpinh1","12.673701","-1.518378e-02","Serpinh1"
"Txn1"," 7.335095","-1.066293e-01","Txn1"
"Pxylp1"," 9.570414","-3.913249e-02","Pxylp1"
"Mff","12.476225"," 4.892651e-02","Mff"
